,name,tags,state,_runtime,_step,_timestamp,_wandb,inference_time,taxonomy_mapping_based,training_time,group,system,scenario,base_scenario,database_name,sql_file_path,meta_file_path,groundtruth_mapping_path,m_attr_f1,m_attr_precision,m_attr_recall,m_cls_f1,m_cls_precision,m_cls_recall,m_rel_f1,m_rel_precision,m_rel_recall,n_attr_f1,n_attr_precision,n_attr_recall,n_cls_f1,n_cls_precision,n_cls_recall,n_rel_f1,n_rel_precision,n_rel_recall
0,fiery-sound-1856,chatgpt_2,finished,2.415277267,2,1743439362.7643845,{'runtime': 2},0.7011282444000244,"{'f1': 0, 'precision': 0, 'recall': 0}",0,attributes,d2rmapper,person,cryptic_attribute_names,attributes__cryptic_attribute_names__person,train_data/attributes/cryptic_attribute_names/person/schema.sql,./evaluator/mapping_parser/d2rq_mapping/base_meta.json,train_data/attributes/cryptic_attribute_names/person/mapping.json,0.888888888888889,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1,wild-terrain-1857,chatgpt_2,finished,5.747843086,2,1743439371.609824,{'runtime': 5},4.614843130111694,"{'f1': 0, 'precision': 0, 'recall': 0}",0,attributes,chatgpt,person,cryptic_attribute_names,attributes__cryptic_attribute_names__person,train_data/attributes/cryptic_attribute_names/person/schema.sql,./evaluator/mapping_parser/d2rq_mapping/base_meta.json,train_data/attributes/cryptic_attribute_names/person/mapping.json,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,quiet-snowflake-1858,chatgpt_2,finished,2.280013333,2,1743439376.4578457,{'runtime': 2},0.999868631362915,"{'f1': 0, 'precision': 0, 'recall': 0}",0,attributes,rdb2onto,person,cryptic_attribute_names,attributes__cryptic_attribute_names__person,train_data/attributes/cryptic_attribute_names/person/schema.sql,./evaluator/mapping_parser/d2rq_mapping/base_meta.json,train_data/attributes/cryptic_attribute_names/person/mapping.json,0.888888888888889,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
3,gentle-shape-1859,chatgpt_2,finished,50.483742104,2,1743439429.3516612,{'runtime': 50},49.22130036354065,"{'f1': 0, 'precision': 0, 'recall': 0}",0,attributes,ontogenix,person,cryptic_attribute_names,attributes__cryptic_attribute_names__person,train_data/attributes/cryptic_attribute_names/person/schema.sql,./evaluator/mapping_parser/d2rq_mapping/base_meta.json,train_data/attributes/cryptic_attribute_names/person/mapping.json,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
4,northern-pine-1860,chatgpt_2,finished,1.562910307,2,1743439433.7371871,{'runtime': 1},0.6626734733581543,"{'f1': 0, 'precision': 0, 'recall': 0}",0,attributes,d2rmapper,person,no_pk_available,attributes__no_pk_available__person,train_data/attributes/no_pk_available/person/schema.sql,./evaluator/mapping_parser/d2rq_mapping/base_meta.json,train_data/attributes/no_pk_available/person/mapping.json,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
5,fine-gorge-1861,chatgpt_2,finished,3.106546613,2,1743439439.912968,{'runtime': 3},2.2547857761383057,"{'f1': 0, 'precision': 0, 'recall': 0}",0,attributes,chatgpt,person,no_pk_available,attributes__no_pk_available__person,train_data/attributes/no_pk_available/person/schema.sql,./evaluator/mapping_parser/d2rq_mapping/base_meta.json,train_data/attributes/no_pk_available/person/mapping.json,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6,comic-wind-1862,chatgpt_2,finished,1.977719614,2,1743439444.6146648,{'runtime': 1},0.9813342094421388,"{'f1': 0, 'precision': 0, 'recall': 0}",0,attributes,rdb2onto,person,no_pk_available,attributes__no_pk_available__person,train_data/attributes/no_pk_available/person/schema.sql,./evaluator/mapping_parser/d2rq_mapping/base_meta.json,train_data/attributes/no_pk_available/person/mapping.json,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
7,zany-field-1863,chatgpt_2,finished,48.633074207,2,1743439496.094005,{'runtime': 48},47.55708718299866,"{'f1': 0, 'precision': 0, 'recall': 0}",0,attributes,ontogenix,person,no_pk_available,attributes__no_pk_available__person,train_data/attributes/no_pk_available/person/schema.sql,./evaluator/mapping_parser/d2rq_mapping/base_meta.json,train_data/attributes/no_pk_available/person/mapping.json,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
8,graceful-grass-1864,chatgpt_2,finished,1.608160714,2,1743439500.455279,{'runtime': 1},0.6766483783721924,"{'f1': 0, 'precision': 0, 'recall': 0}",0,attributes,d2rmapper,company,no_pk_available,attributes__no_pk_available__company,train_data/attributes/no_pk_available/company/schema.sql,./evaluator/mapping_parser/d2rq_mapping/base_meta.json,train_data/attributes/no_pk_available/company/mapping.json,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
9,colorful-pyramid-1865,chatgpt_2,finished,4.574421953,2,1743439507.639473,{'runtime': 4},3.7007431983947754,"{'f1': 0, 'precision': 0, 'recall': 0}",0,attributes,chatgpt,company,no_pk_available,attributes__no_pk_available__company,train_data/attributes/no_pk_available/company/schema.sql,./evaluator/mapping_parser/d2rq_mapping/base_meta.json,train_data/attributes/no_pk_available/company/mapping.json,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
